,github_repo_url,repo_description,topics,owner_repo_name,owner_name,owner_type,organization_bio,repo_created_day,primary_language_name,license_name,is_github_pages,has_readme,has_wiki,has_merged_prs,has_issues,has_contributor_guide,has_code_of_conduct,count_of_public_forks,count_of_stars,count_of_watchers,count_distinct_contributors,count_contributions,count_commits,count_commit_comments,count_created_issues,count_pull_requests_created,count_pull_requests_reviews,count_comments_on_issues_and_pull_requests,language,is_latin,repo_description_cleaned,repo_description_plus_topic
10,https://github.com/WuhanZhuRong/DonationChannel,covid safe paths (based on private kit) is an open and privacy preserving system to use personal information to battle covid,wuhan 2019ncov coronavirus,WuhanZhuRong/DonationChannel,WuhanZhuRong,Organization,,2020-01-28,javascript,mit,True,True,True,True,True,False,False,2,9,9,8,178,137,0,12,15,1,13,ko,True,covid safe paths based on private kit is an open and privacy preserving system to use personal information to battle covid,covid safe paths based on private kit is an open and privacy preserving system to use personal information to battle covid wuhan 2019ncov coronavirus javascript
11,https://github.com/GHDDI-AILab/Targeting2019-nCoV,information sharing portal about ncov/sars/mers for drug discovery,ncov sars drugdiscovery mers,GHDDI-AILab/Targeting2019-nCoV,GHDDI-AILab,Organization,,2020-01-26,python,mit,True,True,True,True,True,False,False,2,11,11,7,188,176,0,1,8,1,2,en,True,information sharing portal about ncovsarsmers for drug discovery,information sharing portal about ncovsarsmers for drug discovery ncov sars drugdiscovery mers python
12,https://github.com/4ncov/service-4ncov,service-4ncov,,4ncov/service-4ncov,4ncov,User,,2020-01-28,java,apache-2.0,False,True,True,True,True,False,False,6,4,4,6,50,22,0,10,8,5,5,cs,True,service4ncov,service4ncov  java
13,https://github.com/wuhan-support/backend,covid safe paths (based on private kit) is an open source privacy preserving system for using personal information to battle covid,shimo golang wuhansupport ncov wuhanpneumonia,wuhan-support/backend,wuhan-support,Organization,"#武汉加油 #wuhan-support 我们关注你所关注的，我们支持需要支持的。 we care what you care, we support who needs support.",2020-01-27,go,gpl-3.0,False,True,True,True,True,False,False,6,10,10,6,53,37,0,5,6,3,2,ko,True,covid safe paths based on private kit is an open source privacy preserving system for using personal information to battle covid,covid safe paths based on private kit is an open source privacy preserving system for using personal information to battle covid shimo golang wuhansupport ncov wuhanpneumonia go
14,https://github.com/TIT-Lab/coronavirus-map,"a site that displays up to date covid-19 stats, powered by fastpages.",,TIT-Lab/coronavirus-map,,Organization,,2020-02-01,vue,,False,True,True,True,True,False,False,4,4,4,5,25,18,0,2,5,0,0,ko,True,a site that displays up to date covid19 stats powered by fastpages,a site that displays up to date covid19 stats powered by fastpages  vue
15,https://github.com/JsonMa/2019-nCoV-statistics,2019 ncov statistics,,JsonMa/2019-nCoV-statistics,JsonMa,User,,2020-01-30,javascript,,False,True,True,True,True,False,False,0,0,0,5,273,216,0,0,57,0,0,sk,True,2019 ncov statistics,2019 ncov statistics  javascript
16,https://github.com/docligot/coronatracker-analytics,analysis and reports based on novel coronavirus (ncov-2019) data.,,docligot/coronatracker-analytics,docligot,User,,2020-01-28,html,,False,True,True,True,True,False,False,8,10,9,5,77,62,0,0,15,0,0,en,True,analysis and reports based on novel coronavirus ncov2019 data,analysis and reports based on novel coronavirus ncov2019 data  html
17,https://github.com/cuihuan/2019_nCov,2019-ncov Wuhan Novel Coronavirus Visualization,,cuihuan/2019_nCov,cuihuan,User,,2020-01-28,javascript,mit,False,True,True,True,True,False,False,3,14,14,4,47,42,0,2,1,0,2,zh-cn,True,2019ncov Wuhan Novel Coronavirus Visualization,2019ncov Wuhan Novel Coronavirus Visualization  javascript
18,https://github.com/4ncov/web-4ncov,webapp to let people report their health status to get overview of covid-19. available in 🇳🇴🇳🇱🇸🇰,,4ncov/web-4ncov,4ncov,User,,2020-01-28,vue,apache-2.0,False,True,True,True,True,False,False,2,2,2,4,22,20,0,0,2,0,0,en,True,webapp to let people report their health status to get overview of covid19 available in 🇳🇴🇳🇱🇸🇰,webapp to let people report their health status to get overview of covid19 available in 🇳🇴🇳🇱🇸🇰  vue
19,https://github.com/epiforecasts/WuhanSeedingVsTransmission,the transmissibility of novel coronavirus in the early stages of the 2019-20 outbreak in wuhan: exploring initial point-source exposure sizes and durations using scenario analysis,ncovdatavisual rstats ncov rstatspackage,epiforecasts/WuhanSeedingVsTransmission,epiforecasts,Organization,,2020-01-23,r,other ,True,True,True,True,True,False,False,0,5,4,4,301,201,0,37,20,1,42,en,True,the transmissibility of novel coronavirus in the early stages of the 201920 outbreak in wuhan exploring initial pointsource exposure sizes and durations using scenario analysis,the transmissibility of novel coronavirus in the early stages of the 201920 outbreak in wuhan exploring initial pointsource exposure sizes and durations using scenario analysis ncovdatavisual rstats ncov rstatspackage r
20,https://github.com/iidx/corona-tracker,open source platform for managing volunteers in time of covid-19 crisis,coronavirus coronatracker medical 2019ncov telegrambot,iidx/corona-tracker,iidx,User,,2020-02-01,python,mit,False,True,True,True,True,False,False,2,12,12,3,10,8,0,0,2,0,0,en,True,open source platform for managing volunteers in time of covid19 crisis,open source platform for managing volunteers in time of covid19 crisis coronavirus coronatracker medical 2019ncov telegrambot python
21,https://github.com/ncovis/choropleth,choropleth map of the 2019 novel coronavirus outbreak.,,ncovis/choropleth,ncovis,Organization,,2020-01-30,javascript,,True,True,True,True,True,False,False,5,91,91,2,22,21,0,0,1,0,0,en,True,choropleth map of the 2019 novel coronavirus outbreak,choropleth map of the 2019 novel coronavirus outbreak  javascript
22,https://github.com/Cyunrei/2019-nCov-Statistic,source code of main website,,Cyunrei/2019-nCov-Statistic,Cyunrei,User,,2020-01-28,python,gpl-3.0,False,True,True,True,True,False,False,2,1,1,2,25,21,0,0,3,1,0,en,True,source code of main website,source code of main website  python
23,https://github.com/rbrick/corona-tracker,covid19 api based on johns hopkins csse data,telegram golang bot data go coronavirus,rbrick/corona-tracker,rbrick,User,,2020-02-01,go,,False,True,True,True,True,False,False,1,1,1,2,16,12,0,3,1,0,0,en,True,covid19 api based on johns hopkins csse data,covid19 api based on johns hopkins csse data telegram golang bot data go coronavirus go
24,https://github.com/jarekpelczynski/ncov-data-fetcher,organizing and matching volunteers with covid-19 projects,,jarekpelczynski/ncov-data-fetcher,jarekpelczynski,User,,2020-01-31,javascript,,False,True,True,True,True,False,False,1,2,2,2,9,8,0,0,1,0,0,ca,True,organizing and matching volunteers with covid19 projects,organizing and matching volunteers with covid19 projects  javascript
25,https://github.com/microly/data2019ncov,get the 2019-ncov data from https://gitlab.com/wybert/open-2019-ncov.,,microly/data2019ncov,microly,User,,2020-01-28,r,,False,True,True,True,True,False,False,3,5,5,2,15,10,0,0,1,0,4,en,True,get the 2019ncov data from httpsgitlabcomwybertopen2019ncov,get the 2019ncov data from httpsgitlabcomwybertopen2019ncov  r
26,https://github.com/any-project/corona-virus-project,corona virus project by any-project,,any-project/corona-virus-project,any-project,Organization,,2020-02-01,css,,False,True,True,True,True,False,False,2,0,0,2,10,5,0,0,3,0,2,cs,True,corona virus project by anyproject,corona virus project by anyproject  css
27,https://github.com/lispczz/pneumonia,ncov-map: new pneumonia epidemic map,amap ncov amapjsapi ncovdatavisual,lispczz/pneumonia,lispczz,User,,2020-01-25,javascript,mit,True,True,True,True,True,False,False,91,303,303,24,3843,3797,0,10,5,0,31,zh-cn,True,ncovmap new pneumonia epidemic map,ncovmap new pneumonia epidemic map amap ncov amapjsapi ncovdatavisual javascript
28,https://github.com/LiveCoronaDetector/livecod,covid-19 global data (from jhu csse for now) as-a-service,coronavirustracking coronavirus,LiveCoronaDetector/livecod,LiveCoronaDetector,Organization,,2020-02-02,css,mit,True,True,True,True,True,False,False,6,6,6,12,132,127,0,0,5,0,0,es,True,covid19 global data from jhu csse for now asaservice,covid19 global data from jhu csse for now asaservice coronavirustracking coronavirus css
29,https://github.com/wuhan2020/2019-nCoV-Nav,:microscope: covid19 india cluster network,,wuhan2020/2019-nCoV-Nav,wuhan2020,Organization,wuhan2020 open source community,2020-01-25,go,mit,True,True,True,True,True,True,False,9,39,39,11,75,37,0,13,2,1,22,zh-cn,True,microscope covid19 india cluster network,microscope covid19 india cluster network  go
30,https://github.com/JohnCoene/coronavirus,🦠 coronavirus tracker,r rstats coronavirustracking coronavirus ncov2019 ncov,JohnCoene/coronavirus,JohnCoene,User,,2020-02-02,r,other ,False,True,True,True,True,False,True,9,66,66,5,184,159,0,5,1,0,19,en,True,🦠 coronavirus tracker,🦠 coronavirus tracker r rstats coronavirustracking coronavirus ncov2019 ncov r
31,https://github.com/jiayiliujiayi/2020nCov_individual_archives,open source platform for managing volunteers in time of covid-19 crisis,ncov2019 archive,jiayiliujiayi/2020nCov_individual_archives,jiayiliujiayi,User,,2020-02-05,r,,False,True,True,True,True,False,False,33,254,253,4,124,116,0,2,3,0,3,en,True,open source platform for managing volunteers in time of covid19 crisis,open source platform for managing volunteers in time of covid19 crisis ncov2019 archive r
32,https://github.com/isomerpages/mccy-ncov,track conronavirus cases from command line. curl https://corona-stats.online/,,isomerpages/mccy-ncov,isomerpages,Organization,"isomer is a lightweight website building and hosting service that helps government agencies launch modern, high quality websites at a low cost.",2020-02-06,css,other ,False,True,True,True,True,False,False,1,1,1,4,310,303,1,0,3,1,2,en,True,track conronavirus cases from command line curl httpscoronastatsonline,track conronavirus cases from command line curl httpscoronastatsonline  css
33,https://github.com/CA-Lee/2019-nCoV_annos_TW,source code of the beta of the nhs covid-19 ios app,,CA-Lee/2019-nCoV_annos_TW,CA-Lee,User,,2020-02-07,html,,True,True,False,True,True,False,False,1,3,3,4,75,44,1,2,2,8,18,ko,True,source code of the beta of the nhs covid19 ios app,source code of the beta of the nhs covid19 ios app  html
34,https://github.com/bigcat2020/nCov_KG,knowledge graph of 2019 ncov progress,,bigcat2020/nCov_KG,bigcat2020,User,,2020-02-06,python,,False,False,True,True,True,False,False,4,1,1,4,21,15,0,0,5,0,1,en,True,knowledge graph of 2019 ncov progress,knowledge graph of 2019 ncov progress  python
35,https://github.com/youngquan/collect-2019ncov-data,Collect 2019 Novel Coronavirus-related data,,youngquan/collect-2019ncov-data,youngquan,User,,2020-02-06,jupyter notebook,mit,False,True,True,True,True,False,False,2,0,0,4,15,15,0,0,0,0,0,zh-cn,True,Collect 2019 Novel Coronavirusrelated data,Collect 2019 Novel Coronavirusrelated data  jupyter notebook
36,https://github.com/guanyilun/wuhan_viz,Visualization Research of Wuhan Pneumonia Epidemic,ncov 2019ncov wuhan ncovdatavisual,guanyilun/wuhan_viz,guanyilun,User,,2020-02-04,html,,False,True,True,True,True,False,False,1,7,7,3,41,34,0,2,1,0,4,zh-cn,True,Visualization Research of Wuhan Pneumonia Epidemic,Visualization Research of Wuhan Pneumonia Epidemic ncov 2019ncov wuhan ncovdatavisual html
37,https://github.com/ipid/bupt-ncov-report,"Automatically fill in the daily report information of Beiyou ""epidemic prevention and control"".",,ipid/bupt-ncov-report,ipid,User,,2020-02-05,python,mit,False,True,True,True,True,False,False,1,9,9,2,30,26,0,1,1,0,2,zh-cn,True,Automatically fill in the daily report information of Beiyou epidemic prevention and control,Automatically fill in the daily report information of Beiyou epidemic prevention and control  python
38,https://github.com/WeileiZeng/OpenSourceWuhan,a privacy-first contact tracing app,coronavirus opensource wuhan,WeileiZeng/OpenSourceWuhan,WeileiZeng,User,,2020-02-06,html,gpl-3.0,True,True,True,True,True,False,False,4,18,18,2,38,37,0,0,1,0,0,en,True,a privacyfirst contact tracing app,a privacyfirst contact tracing app coronavirus opensource wuhan html
39,https://github.com/ESKARIA/NCOV_Map_iOS,ios map nvoc,,ESKARIA/NCOV_Map_iOS,ESKARIA,Organization,we create applications for ourselves and our pleasure!,2020-02-10,swift,mit,False,False,True,True,True,False,False,0,0,0,2,39,35,0,2,1,1,0,lt,True,ios map nvoc,ios map nvoc  swift
40,https://github.com/edab/OpenVINO_SmartCam,covid-19 agent-based simulator (covasim): a model for understanding novel coronavirus epidemiology,,edab/OpenVINO_SmartCam,edab,User,,2020-02-12,python,mit,False,True,True,True,True,False,False,1,1,1,2,6,5,0,0,1,0,0,en,True,covid19 agentbased simulator covasim a model for understanding novel coronavirus epidemiology,covid19 agentbased simulator covasim a model for understanding novel coronavirus epidemiology  python
41,https://github.com/saadhaxxan/Visual-and-EDA-of-Corona-Virus,this project is a detailed visual and exploratory data analysis of corona virus.,datavisualization coronavirusanalysis coronavirus dataanalysis datascience,saadhaxxan/Visual-and-EDA-of-Corona-Virus,saadhaxxan,User,,2020-02-12,jupyter notebook,,False,True,True,True,True,False,False,1,0,0,2,13,12,0,0,1,0,0,en,True,this project is a detailed visual and exploratory data analysis of corona virus,this project is a detailed visual and exploratory data analysis of corona virus datavisualization coronavirusanalysis coronavirus dataanalysis datascience jupyter notebook
42,https://github.com/julian-hecker/corona-times,data visualizations of the novel coronavirus,,julian-hecker/corona-times,julian-hecker,User,,2020-02-14,javascript,,True,True,True,True,True,False,False,1,1,1,2,46,43,0,0,3,0,0,en,True,data visualizations of the novel coronavirus,data visualizations of the novel coronavirus  javascript
43,https://github.com/wuhan2020/COVID-19-Nav,israel's ministry of health's covid-19 exposure prevention app,,wuhan2020/COVID-19-Nav,wuhan2020,Organization,wuhan2020 open source community,2020-01-25,go,mit,True,True,True,True,True,True,False,18,56,56,16,93,44,0,14,4,1,30,ko,True,israels ministry of healths covid19 exposure prevention app,israels ministry of healths covid19 exposure prevention app  go
44,https://github.com/McGill-MMA-EnterpriseAnalytics/TrendingVirus,project to discover which features are strongly correlated with the probability of dying from the mers coronavirus,featureselection causalinference healthcare machinelearning,McGill-MMA-EnterpriseAnalytics/TrendingVirus,McGill-MMA-EnterpriseAnalytics,Organization,enterprise analytics projects - master of management analytics - desaultels faculty of management - mcgill university ,2020-02-11,jupyter notebook,,False,True,True,True,True,False,False,1,1,1,4,89,84,3,0,2,0,0,en,True,project to discover which features are strongly correlated with the probability of dying from the mers coronavirus,project to discover which features are strongly correlated with the probability of dying from the mers coronavirus featureselection causalinference healthcare machinelearning jupyter notebook
45,https://github.com/yew/covid-19,corona virus disease 2019(covid-19) shanghai,,yew/covid-19,yew,User,,2020-02-10,javascript,,False,True,True,True,True,False,False,1,1,1,3,59,53,0,0,6,0,0,en,True,corona virus disease 2019covid19 shanghai,corona virus disease 2019covid19 shanghai  javascript
46,https://github.com/Yurihou/Class_Bell,"the author comes from wudaokou vocational school, beijing, china, whose class bell is a part of czerny studies, op. 599: lesson 60. because of covid-19, the school extended its winter holiday, and the author should stay and have class at home. to make the atmosphere of school, the author write an program using python(in fact, the author can't write a single line of code by python) in order to run it on an rapi b+.",,Yurihou/Class_Bell,Yurihou,User,,2020-02-23,python,,False,True,True,True,True,False,False,0,0,0,2,9,5,0,1,1,0,2,en,True,the author comes from wudaokou vocational school beijing china whose class bell is a part of czerny studies op 599 lesson 60 because of covid19 the school extended its winter holiday and the author should stay and have class at home to make the atmosphere of school the author write an program using pythonin fact the author cant write a single line of code by python in order to run it on an rapi b,the author comes from wudaokou vocational school beijing china whose class bell is a part of czerny studies op 599 lesson 60 because of covid19 the school extended its winter holiday and the author should stay and have class at home to make the atmosphere of school the author write an program using pythonin fact the author cant write a single line of code by python in order to run it on an rapi b  python
47,https://github.com/tokyo-metropolitan-gov/covid19,Tokyo Metropolitan Government Official Novel Coronavirus Countermeasures Site,covid19,tokyo-metropolitan-gov/covid19,tokyo-metropolitan-gov,Organization,tokyo metropolitan government,2020-02-29,vue,mit,True,True,True,True,True,False,False,5,5,5,14,823,399,0,92,103,43,186,ja,True,Tokyo Metropolitan Government Official Novel Coronavirus Countermeasures Site,Tokyo Metropolitan Government Official Novel Coronavirus Countermeasures Site covid19 vue
48,https://github.com/kaz-ogiwara/covid19,covid safe paths (based on private kit) is an open source privacy preserving system for using personal information to battle covid,,kaz-ogiwara/covid19,kaz-ogiwara,User,,2020-02-26,javascript,mit,False,True,True,True,True,False,False,33,578,578,14,76,38,0,7,9,4,18,ja,True,covid safe paths based on private kit is an open source privacy preserving system for using personal information to battle covid,covid safe paths based on private kit is an open source privacy preserving system for using personal information to battle covid  javascript
49,https://github.com/LiveCoronaDetector/CoronaCrawler,Number of corona confirmed/information crawling,coronavirus crawler crawlingpython kcdc,LiveCoronaDetector/CoronaCrawler,LiveCoronaDetector,Organization,,2020-02-03,python,,False,True,True,True,True,False,False,3,4,4,6,64,50,0,3,7,3,1,ko,True,Number of corona confirmedinformation crawling,Number of corona confirmedinformation crawling coronavirus crawler crawlingpython kcdc python
50,https://github.com/andreagrandi/covid-api,covid19 api based on johns hopkins csse data,,andreagrandi/covid-api,andreagrandi,User,,2020-02-29,python,mit,False,True,True,True,True,False,False,1,3,3,4,52,17,0,5,3,5,22,en,True,covid19 api based on johns hopkins csse data,covid19 api based on johns hopkins csse data  python
51,https://github.com/vfon98/Tech-Forum-SE-Project,🦠 interactive dashboard for the status of covid-19 in costa rica,,vfon98/Tech-Forum-SE-Project,vfon98,User,,2020-02-24,javascript,,False,True,True,True,True,False,False,2,1,1,3,21,13,0,0,8,0,0,en,True,🦠 interactive dashboard for the status of covid19 in costa rica,🦠 interactive dashboard for the status of covid19 in costa rica  javascript
52,https://github.com/robbobfrh84/coronavirus-visualizations,data visualizations of the novel coronavirus,coronavirustracking covid19 coronavirus coronavirusanalysis,robbobfrh84/coronavirus-visualizations,robbobfrh84,User,,2020-03-02,javascript,,True,True,True,True,True,False,False,0,0,0,2,38,32,0,0,5,0,1,en,True,data visualizations of the novel coronavirus,data visualizations of the novel coronavirus coronavirustracking covid19 coronavirus coronavirusanalysis javascript
53,https://github.com/Lrakotoson/Covid-19,🦠 dashboard to follow in real time the covid-19 evolution.,dashboardapplication coronavirus r,Lrakotoson/Covid-19,Lrakotoson,User,,2020-02-25,html,mit,True,True,True,True,True,False,False,0,0,0,2,40,34,0,2,0,0,4,en,True,🦠 dashboard to follow in real time the covid19 evolution,🦠 dashboard to follow in real time the covid19 evolution dashboardapplication coronavirus r html
54,https://github.com/covid19risk/proof,for work on the initial gps epidemic modelling.,,covid19risk/proof,covid19risk,Organization,we hope to slow the spread of infectious diseases like covid-19 with crowdsourced data.,2020-02-28,python,,False,False,True,True,True,False,False,0,0,0,2,17,16,0,0,1,0,0,en,True,for work on the initial gps epidemic modelling,for work on the initial gps epidemic modelling  python
55,https://github.com/Glacier-Ice/Covid-19-data-science,welcome to glacier data project. a post-wuhan2020 project for data science,,Glacier-Ice/Covid-19-data-science,Glacier-Ice,Organization,data science project for fighting covid-19 together. showcase https://glacierdata.org/en/team-up/,2020-01-30,jupyter notebook,cc-by-sa-4.0,False,True,True,True,True,False,False,44,125,125,18,109,71,0,5,20,1,12,en,True,welcome to glacier data project a postwuhan2020 project for data science,welcome to glacier data project a postwuhan2020 project for data science  jupyter notebook
56,https://github.com/WeileiZeng/Open-Source-COVID-19,a collection of open source projects during covid-19,mainlandchina wuhan 2019ncov china korea japan ncov italy iran covid19 world sarscov2 opensourcecovid coronavirus opensource opensourcewuhan,WeileiZeng/Open-Source-COVID-19,WeileiZeng,User,,2020-02-06,python,gpl-3.0,True,True,True,True,True,False,False,8,49,49,17,160,117,0,13,6,3,21,en,True,a collection of open source projects during covid19,a collection of open source projects during covid19 mainlandchina wuhan 2019ncov china korea japan ncov italy iran covid19 world sarscov2 opensourcecovid coronavirus opensource opensourcewuhan python
57,https://github.com/dialoguemd/covid-19,canada covid-19: what you need to know.,,dialoguemd/covid-19,dialoguemd,Organization,personalized wellness at scale,2020-03-04,typescript,apache-2.0,True,True,True,True,True,False,True,2,0,0,8,638,394,0,0,85,154,5,en,True,canada covid19 what you need to know,canada covid19 what you need to know  typescript
58,https://github.com/lperez31/coronavirus-france-dataset,"care is a single point to link hospitals,corona care centers and volunteers to the unified corona safe network so that the kerala chief ministers office has direct access to live reports of health data v/s our total. healthcare capacity",,lperez31/coronavirus-france-dataset,lperez31,User,,2020-03-07,html,,False,True,True,True,True,False,False,4,2,2,6,47,24,0,7,4,2,10,en,True,care is a single point to link hospitalscorona care centers and volunteers to the unified corona safe network so that the kerala chief ministers office has direct access to live reports of health data vs our total healthcare capacity,care is a single point to link hospitalscorona care centers and volunteers to the unified corona safe network so that the kerala chief ministers office has direct access to live reports of health data vs our total healthcare capacity  html
59,https://github.com/soaple/corona-board,🦠 3d printable covid-19 diy respirator. aims at helping hospitals cope with a possible shortage of professional respirators during the outbreak.,dashboard monitorning stickyboard covid19 corona,soaple/corona-board,soaple,User,,2020-03-03,javascript,mit,False,True,True,True,True,False,False,5,23,23,5,31,22,0,3,1,0,5,en,True,🦠 3d printable covid19 diy respirator aims at helping hospitals cope with a possible shortage of professional respirators during the outbreak,🦠 3d printable covid19 diy respirator aims at helping hospitals cope with a possible shortage of professional respirators during the outbreak dashboard monitorning stickyboard covid19 corona javascript
60,https://github.com/Zeale/Miasma,an homage to the corona virus.,,Zeale/Miasma,Zeale,User,,2020-03-07,java,,False,True,True,True,True,False,False,0,0,0,4,70,69,0,0,1,0,0,en,True,an homage to the corona virus,an homage to the corona virus  java
61,https://github.com/alfianlosari/CoronaVirusTrackerSwiftUI,corona virus tracker & advices ios app with swiftui,iosapp coronavirus swiftui coronavirustracking swift,alfianlosari/CoronaVirusTrackerSwiftUI,alfianlosari,User,,2020-03-06,swift,mit,False,True,True,True,True,False,False,20,89,89,4,20,11,0,1,3,1,4,en,True,corona virus tracker  advices ios app with swiftui,corona virus tracker  advices ios app with swiftui iosapp coronavirus swiftui coronavirustracking swift swift
62,https://github.com/futuristacademy/COVID19,sri lanka covid-19 self tracking app,,futuristacademy/COVID19,futuristacademy,Organization,,2020-03-04,python,,False,True,True,True,True,False,False,0,1,1,4,11,9,0,0,2,0,0,es,True,sri lanka covid19 self tracking app,sri lanka covid19 self tracking app  python
63,https://github.com/sogrady/covid19-faq,to covid-19 faq,documentation covidvirus covid19 covid2019,sogrady/covid19-faq,sogrady,User,,2020-03-03,javascript,,False,True,True,True,True,False,False,4,2,2,4,31,28,0,0,3,0,0,ca,True,to covid19 faq,to covid19 faq documentation covidvirus covid19 covid2019 javascript
64,https://github.com/oguzbilgic/coronacanceled.com,events effected by corona - covid-19,,oguzbilgic/coronacanceled.com,oguzbilgic,User,,2020-03-07,javascript,,False,False,False,True,False,False,False,4,2,2,3,44,40,0,0,2,0,2,en,True,events effected by corona  covid19,events effected by corona  covid19  javascript
65,https://github.com/edwincarbajal/hacknyu,a self diagnosis of covid-19,,edwincarbajal/hacknyu,edwincarbajal,User,,2020-03-07,javascript,,False,True,True,True,True,False,False,1,0,0,3,45,35,0,0,8,1,1,en,True,a self diagnosis of covid19,a self diagnosis of covid19  javascript
